"","animalid","Sex","Neutered","Breed","CauseDeath","Method.of.death","dateBirth","dateDeath"
"6052",11537241,"Male","Entire","Labrador Retriever","Musculoskeletal disorder","Euthanasia",2008-12-06,2017-12-01
"6056",2888934,"Female","Entire","German Shepherd Dog","Endocrine system disorder","Euthanasia",2009-07-03,2017-08-10
"6057",6793538,"Male","Entire","Boxer","Behaviour disorder","Euthanasia",2008-11-03,2016-12-10
"6058",3844458,"Male","Neutered","Border Terrier","Spinal cord disorder","Euthanasia",2008-08-04,2016-10-11
"6060",12139166,"Female","Entire","Boxer","Abdominal disease","Euthanasia",2007-10-07,2016-11-02
"6065",11729136,"Female","Neutered","Crossbreed","Neoplasia","Euthanasia",2009-02-08,2018-08-03
"6069",1891127,"Male","Neutered","Golden Retriever","Disorder not diagnsosed","Unrecorded",2007-01-08,2016-06-03
"6070",1065909,"Female","Neutered","Crossbreed","Mass","Euthanasia",2009-07-03,2017-11-10
"6071",11528882,"Female","Neutered","Pomeranian","Upper respiratory tract disorder","Euthanasia",2007-01-12,2016-06-07
"6074",3849661,"Female","Entire","Cocker Spaniel","Neoplasia","Euthanasia",2008-01-08,2017-08-03
"6076",3570140,"Male","Entire","Staffordshire Bull Terrier","Thin","Euthanasia",2008-01-12,2017-08-07
"6081",12145578,"Male","Entire","Crossbreed","Neoplasia","Euthanasia",2009-01-01,2017-09-08
"6083",2160003,"Male","Entire","German Shepherd Dog","Disorder not diagnsosed","Euthanasia",2008-06-03,2016-12-10
"6087",11414235,"Male","Entire","English Springer Spaniel","Heart disease","Euthanasia",2008-04-03,2016-11-10
"6090",12493098,"Female","Neutered","Shih-tzu","Mass","Euthanasia",2010-01-06,2019-09-01
"6092",2885781,"Female","Neutered","Yorkshire Terrier","Pancreatic disorder","Euthanasia",2009-01-01,2017-11-08
"6100",11417438,"Male","Entire","Jack Russell Terrier","Lower respiratory tract disorder","Euthanasia",2007-01-11,2016-11-06
"6103",3984902,"Male","Entire","Cavalier King Charles Spaniel","Heart disease","Euthanasia",2008-02-05,2016-12-12
"6104",3100034,"Male","Entire","King Charles Spaniel","Kidney disease","Euthanasia",2009-01-05,2017-11-12
"6105",11865375,"Male","Neutered","Cocker Spaniel","Enteropathy","Euthanasia",2008-01-04,2016-11-11
"6156",2962896,"Female","Neutered","Labrador Retriever","Abdominal disease","Unassisted",2007-10-10,2016-03-06
"6162",1355913,"Male","Neutered","Bull Mastiff","Collapsed","Euthanasia",2008-06-08,2017-01-04
"6163",11447062,"Male","Neutered","Leonberger","Collapsed","Euthanasia",2007-08-09,2016-03-05
"6164",2540891,"Female","Entire","Cavalier King Charles Spaniel","Female reproductive disorder","Euthanasia",2008-09-08,2017-04-04
"6165",2541859,"Male","Neutered","Alaskan Malamute","Lethargy","Euthanasia",2011-07-04,2019-02-12
"6171",2528376,"Male","Neutered","Shih-tzu","Upper respiratory tract disorder","Euthanasia",2008-06-01,2016-02-09
"6174",2192977,"Female","Neutered","Cavalier King Charles Spaniel","Enteropathy","Euthanasia",2007-12-09,2016-10-05
"6175",11335223,"Female","Neutered","Pug","Disorder not diagnsosed","Euthanasia",2009-09-02,2017-08-10
"6177",11985882,"Male","Neutered","Lurcher","Brain disorder","Euthanasia",2008-04-03,2016-01-11
"6180",11997727,"Female","Entire","Crossbreed","Female reproductive disorder","Euthanasia",2009-12-07,2018-12-03
"6181",12328835,"Female","Neutered","Bernese Mountain Dog","Heart disease","Euthanasia",2008-01-07,2017-01-03
"6186",2978165,"Male","Entire","Cocker Spaniel","Neoplasia","Euthanasia",2008-04-08,2017-04-04
"6191",1292916,"Female","Entire","Jack Russell Terrier","Anal sac disorder","Euthanasia",2007-01-10,2016-01-06
"6193",1622730,"Female","Neutered","Rhodesian Ridgeback","Lymph node disorder","Euthanasia",2007-01-11,2016-02-07
"6194",12415210,"Male","Neutered","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2009-01-08,2018-02-04
"6200",11532731,"Male","Entire","Cocker Spaniel","Immune mediated disease","Euthanasia",2008-07-06,2017-08-02
"6201",11438801,"Male","Neutered","Standard Poodle","Upper respiratory tract disorder","Euthanasia",2007-02-12,2016-04-08
"6203",11596027,"Female","Neutered","French Bulldog","Disorder not diagnsosed","Euthanasia",2009-05-08,2018-08-04
"6205",11583600,"Male","Neutered","Crossbreed","Neoplasia","Euthanasia",2008-07-06,2017-09-02
"6206",11470031,"Male","Neutered","Labrador Retriever","Neoplasia","Euthanasia",2008-01-03,2016-03-11
"6207",3271605,"Male","Neutered","German Shepherd Dog","Spinal cord disorder","Euthanasia",2007-03-06,2016-05-02
"6209",2267982,"Female","Neutered","Staffordshire Bull Terrier","Behaviour disorder","Euthanasia",2008-01-10,2017-05-06
"6211",2474526,"Female","Entire","Crossbreed","Poor quality of life","Euthanasia",2009-09-05,2018-12-01
"6215",12365581,"Male","Neutered","Staffordshire Bull Terrier","Musculoskeletal disorder","Euthanasia",2007-07-10,2016-11-06
"6216",3336172,"Female","Neutered","Staffordshire Bull Terrier","Behaviour disorder","Euthanasia",2008-02-06,2017-06-02
"6217",3457262,"Female","Neutered","Lhasa Apso","Collapsed","Unassisted",2007-04-11,2016-10-07
"6218",11384342,"Female","Neutered","Scottish Terrier","Musculoskeletal disorder","Euthanasia",2008-06-01,2016-11-09
"6222",3344443,"Male","Entire","Boxer","Disorder not diagnsosed","Unassisted",2008-01-07,2017-08-03
"6225",12372049,"Male","Entire","American Bulldog","Disorder not diagnsosed","Unrecorded",2008-01-10,2017-08-06
"6226",11546606,"Female","Neutered","German Shepherd Dog","Behaviour disorder","Euthanasia",2008-01-12,2017-09-08
"6227",12329123,"Female","Neutered","Crossbreed","Neoplasia","Euthanasia",2008-01-08,2017-09-04
"6285",2507596,"Female","Neutered","British Bulldog","Disorder not diagnsosed","Unassisted",2008-08-03,2016-01-12
"6287",11705026,"Female","Neutered","French Bulldog","Mass","Euthanasia",2008-12-10,2017-07-07
"6289",2246246,"Male","Entire","German Shepherd Dog","Neoplasia","Euthanasia",2008-10-07,2017-04-04
"6293",2504163,"Female","Neutered","Staffordshire Bull Terrier","Haematopoietic disorder","Euthanasia",2008-11-01,2016-06-10
"6294",11570448,"Female","Entire","Crossbreed","Neoplasia","Euthanasia",2007-07-07,2016-01-04
"6300",6733944,"Female","Neutered","Bichon Frise","Disorder not diagnsosed","Euthanasia",2008-08-12,2017-04-09
"6301",11449070,"Female","Neutered","Scottish Terrier","Abdominal disease","Euthanasia",2010-06-10,2019-03-07
"6303",11392709,"Female","Neutered","Boxer","Neoplasia","Euthanasia",2008-10-01,2016-06-10
"6304",11829752,"Female","Neutered","Labrador Retriever","Foreign body","Euthanasia",2009-08-06,2018-06-03
"6309",3561790,"Female","Entire","Terrier","Neoplasia","Unrecorded",2007-09-07,2016-06-04
"6313",1064305,"Female","Neutered","Labrador Retriever","Abdominal disease","Euthanasia",2008-05-10,2017-04-07
"6319",11731398,"Male","Entire","German Shepherd Dog","Urinary system disorder","Euthanasia",2008-04-01,2016-03-10
"6320",11534098,"Male","Entire","Labrador Retriever","Musculoskeletal disorder","Euthanasia",2008-01-02,2016-01-11
"6325",12377378,"Female","Neutered","Beagle","Disorder not diagnsosed","Unrecorded",2009-08-07,2018-08-04
"6326",1887688,"Male","Neutered","Cocker Spaniel","Poor quality of life","Euthanasia",2007-04-06,2016-05-03
"6332",3189101,"Male","Entire","English Springer Spaniel","Mass","Euthanasia",2007-10-12,2016-10-09
"6337",2797288,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Unrecorded",2008-03-03,2016-05-12
"6344",2783289,"Male","Neutered","Rottweiler","Mass","Euthanasia",2007-05-08,2016-09-05
"6346",2307016,"Male","Entire","Irish Staffordshire Bull Terrier","Heart disease","Euthanasia",2007-04-11,2016-08-08
"6347",3283693,"Female","Neutered","Crossbreed","Poor quality of life","Euthanasia",2007-05-05,2016-08-02
"6348",6793230,"Male","Neutered","Scottish Terrier","Neoplasia","Euthanasia",2007-06-07,2016-10-04
"6350",11438444,"Male","Neutered","Crossbreed","Heart disease","Euthanasia",2009-06-11,2018-12-08
"6353",2531008,"Female","Neutered","Shih-tzu","Brain disorder","Euthanasia",2009-03-01,2017-10-10
"6356",12327120,"Male","Entire","Beagle","Brain disorder","Euthanasia",2008-01-07,2017-07-04
"6357",11401506,"Male","Neutered","Cavalier King Charles Spaniel","Disorder not diagnsosed","Euthanasia",2009-01-07,2018-08-04
"6364",11815991,"Female","Neutered","Labradoodle","Sepsis","Unassisted",2008-01-01,2016-08-10
"6368",7744187,"Female","Entire","Crossbreed","Endocrine system disorder","Euthanasia",2009-04-05,2018-12-02
"6374",12408308,"Female","Neutered","Cavalier King Charles Spaniel","Lower respiratory tract disorder","Euthanasia",2008-01-10,2017-12-07
"6377",12375622,"Female","Entire","Bulldog","Collapsed","Unassisted",2009-01-05,2018-11-02
"6424",1330000,"Male","Neutered","Labrador Retriever","Appetite disoder","Euthanasia",2007-11-10,2016-02-08
"6438",1428294,"Male","Neutered","Cavalier King Charles Spaniel","Disorder not diagnsosed","Euthanasia",2009-08-03,2018-02-01
"6441",3323069,"Female","Entire","Greyhound","Neoplasia","Euthanasia",2009-09-06,2018-05-04
"6444",1666236,"Female","Neutered","American Bulldog","Mass","Euthanasia",2008-08-03,2017-03-01
"6447",2489468,"Female","Neutered","Labrador Retriever","Neoplasia","Euthanasia",2009-09-11,2018-06-09
"6451",1365146,"Male","Neutered","English Springer Spaniel","Collapsed","Euthanasia",2009-12-05,2018-10-03
"6453",3251735,"Male","Entire","German Shepherd Dog","Musculoskeletal disorder","Euthanasia",2009-09-03,2018-05-01
"6454",11706561,"Female","Neutered","Crossbreed","Heart disease","Euthanasia",2008-07-03,2017-04-01
"6456",7053724,"Female","Entire","West Highland White Terrier","Lower respiratory tract disorder","Euthanasia",2007-09-11,2016-07-09
"6462",2159985,"Male","Neutered","Cavalier King Charles Spaniel","Neoplasia","Euthanasia",2008-06-03,2017-06-01
"6464",2163975,"Male","Neutered","Labrador Retriever","Neoplasia","Euthanasia",2008-07-05,2017-09-03
"6467",2947556,"Female","Neutered","Staffordshire Bull Terrier","Mass","Euthanasia",2007-10-06,2016-12-04
"6468",1954552,"Male","Entire","Crossbreed","Poor quality of life","Euthanasia",2009-02-03,2018-03-01
"6470",3196102,"Male","Entire","Terrier","Spinal cord disorder","Euthanasia",2009-01-03,2018-03-01
"6481",12360256,"Male","Neutered","Crossbreed","Urinary system disorder","Euthanasia",2008-01-09,2017-07-07
"6486",1344856,"Female","Neutered","Flat Coated Retriever","Neoplasia","Unassisted",2007-07-03,2016-12-01
"6492",11453861,"Male","Neutered","Staffordshire Bull Terrier","Musculoskeletal disorder","Euthanasia",2007-01-10,2016-07-08
"6494",11411190,"Female","Entire","Rottweiler","Heart disease","Euthanasia",2007-05-07,2016-11-05
"6496",3283691,"Male","Neutered","Crossbreed","Neoplasia","Euthanasia",2007-05-05,2016-12-03
"6497",2885909,"Female","Entire","Dogue de Bordeaux","Disorder not diagnsosed","Euthanasia",2009-02-01,2017-10-11
"6499",6756967,"Male","Neutered","Jack Russell Terrier","Disorder not diagnsosed","Euthanasia",2008-01-01,2016-09-11
"6500",11656500,"Male","Entire","Rottweiler","Mass","Euthanasia",2009-03-04,2018-10-02
"6501",2868916,"Female","Entire","Crossbreed","Disorder not diagnsosed","Euthanasia",2008-03-01,2016-11-11
"6505",12415749,"Male","Entire","Pug","Peripheral nervous system disorder","Euthanasia",2008-01-08,2017-10-06
"6507",3381018,"Male","Entire","Chihuahua","Oral cavity disorder","Unassisted",2009-01-05,2018-12-03
"6564",3284781,"Female","Neutered","German Shepherd Dog","Female reproductive disorder","Euthanasia",2008-10-05,2017-02-04
"6565",11382536,"Male","Entire","Chinese Shar-Pei","Poor quality of life","Euthanasia",2007-09-09,2016-02-08
"6567",971161,"Male","Neutered","Spaniel","Disorder not diagnsosed","Euthanasia",2007-12-02,2016-07-01
"6569",2399383,"Male","Entire","Staffordshire Bull Terrier","Disorder not diagnsosed","Euthanasia",2007-09-12,2016-02-11
"6575",1447475,"Male","Entire","German Shepherd Dog","Poor quality of life","Euthanasia",2008-10-08,2017-05-07
"6576",3274411,"Male","Entire","Yorkshire Terrier","Appetite disoder","Euthanasia",2009-09-04,2018-05-03
"6580",2941914,"Male","Neutered","Bichon Frise","Disorder not diagnsosed","Unassisted",2007-08-02,2016-05-01
"6581",11533077,"Male","Entire","Afghan Hound","Neoplasia","Euthanasia",2007-09-12,2016-04-11
"6582",11372941,"Male","Neutered","Staffordshire Bull Terrier","Behaviour disorder","Euthanasia",2008-12-04,2017-09-03
"6591",2419228,"Female","Neutered","Cavalier King Charles Spaniel","Heart disease","Unassisted",2008-11-09,2017-10-08
"6593",2628249,"Female","Neutered","Rottweiler","Disorder not diagnsosed","Unassisted",2007-03-09,2016-01-08
"6597",11585946,"Female","Neutered","Northern Inuit Dog","Mass","Euthanasia",2008-04-09,2017-04-08
"6598",11860193,"Male","Neutered","Carpathian Sheepdog","Neoplasia","Euthanasia",2007-09-07,2016-07-06
"6600",1605242,"Male","Entire","Crossbreed","Neoplasia","Euthanasia",2009-09-02,2018-10-01
"6601",7133758,"Male","Neutered","Chihuahua","Lower respiratory tract disorder","Euthanasia",2009-02-02,2018-03-01
"6604",3409039,"Male","Entire","Crossbreed","Kidney disease","Euthanasia",2008-11-07,2017-11-06
"6605",3280542,"Male","Neutered","Schnauzer","Mass","Euthanasia",2008-08-08,2017-09-07
"6607",6930238,"Male","Entire","Greyhound","Neoplasia","Euthanasia",2007-10-10,2016-09-09
"6608",904925,"Female","Neutered","Springer Spaniel - Unspecified","Heart disease","Unassisted",2008-05-01,2016-06-12
"6610",2638223,"Male","Neutered","Crossbreed","Mass","Euthanasia",2008-10-03,2017-09-02
"6614",6750097,"Male","Entire","Yorkshire Terrier","Enteropathy","Euthanasia",2007-08-11,2016-09-10
"6616",1894685,"Female","Neutered","Greyhound","Mass","Euthanasia",2007-01-10,2016-02-09
"6618",2648461,"Female","Neutered","Labrador Retriever","Poor quality of life","Euthanasia",2008-04-08,2017-07-07
"6626",2995100,"Female","Entire","Labrador Retriever","Disorder not diagnsosed","Unassisted",2010-03-03,2019-05-02
"6627",2455013,"Female","Neutered","Greyhound","Neoplasia","Euthanasia",2008-04-07,2017-08-06
"6628",2444374,"Male","Entire","German Shepherd Dog","Behaviour disorder","Euthanasia",2008-04-01,2016-09-12
"6635",2488957,"Male","Neutered","Boxer","Pancreatic disorder","Euthanasia",2008-03-11,2017-10-10
"6636",11459668,"Male","Neutered","Cocker Spaniel","Pancreatic disorder","Euthanasia",2009-01-03,2018-06-02
"6639",3920670,"Female","Neutered","Miniature Schnauzer","Mass","Euthanasia",2007-04-06,2016-11-05
"6646",3188158,"Male","Neutered","British Bulldog","Abdominal disease","Euthanasia",2007-01-10,2016-09-09
"6648",12331068,"Male","Neutered","Crossbreed","Lethargy","Euthanasia",2007-01-08,2016-10-07
"6651",11372496,"Female","Neutered","Boxer","Disorder not diagnsosed","Euthanasia",2009-01-09,2018-12-08
"6653",2155048,"Male","Entire","Saint Bernard","Enteropathy","Euthanasia",2007-01-12,2016-11-11
"6659",11471838,"Female","Neutered","Greyhound","Disorder not diagnsosed","Unrecorded",2009-01-07,2018-12-06
"6660",11412698,"Male","Entire","Crossbreed","Immune mediated disease","Unassisted",2007-01-11,2016-12-10
"6661",3924086,"Female","Neutered","West Highland White Terrier","Disorder not diagnsosed","Euthanasia",2007-01-06,2016-12-05
"6696",11579288,"Male","Neutered","Parson Russell Terrier","Mass","Euthanasia",2007-12-12,2016-01-12
"6703",2864336,"Male","Neutered","Crossbreed","Haematopoietic disorder","Euthanasia",2007-10-09,2016-01-09
"6712",1377630,"Male","Neutered","Whippet","Appetite disoder","Euthanasia",2008-08-11,2017-03-11
"6719",7015544,"Female","Neutered","Dachshund","Collapsed","Euthanasia",2008-07-10,2017-03-10
"6720",1614266,"Female","Neutered","Staffordshire Bull Terrier","Poor quality of life","Euthanasia",2007-12-07,2016-07-07
"6728",2542787,"Female","Neutered","Beagle","Neoplasia","Euthanasia",2008-04-09,2017-03-09
"6731",3382086,"Female","Entire","Golden Retriever","Neoplasia","Euthanasia",2008-12-08,2017-11-08
"6735",11805298,"Male","Entire","Rottweiler","Disorder not diagnsosed","Unrecorded",2006-04-10,2015-03-10
"6736",12412827,"Male","Neutered","Staffordshire Bull Terrier","Neoplasia","Euthanasia",2008-02-10,2017-01-10
"6738",1371384,"Female","Entire","French Bulldog","Neoplasia","Euthanasia",2009-01-03,2018-01-03
"6739",11703597,"Female","Neutered","Australian Cattle Dog","Disorder not diagnsosed","Euthanasia",2007-10-12,2016-09-12
"6740",3538014,"Male","Entire","British Bulldog","Mass","Euthanasia",2007-09-02,2016-09-02
"6742",3540923,"Female","Entire","Crossbreed","Heart disease","Euthanasia",2007-12-02,2016-12-02
"6746",12192849,"Female","Entire","German Shepherd Dog","Traumatic injury","Unassisted",2007-06-01,2016-06-01
"6751",3538024,"Female","Entire","Saint Bernard","Brain disorder","Euthanasia",2007-09-02,2016-09-02
"6752",11719062,"Female","Entire","Staffordshire Bull Terrier","Female reproductive disorder","Euthanasia",2007-07-02,2016-07-02
"6755",12362528,"Female","Neutered","Crossbreed","Disorder not diagnsosed","Euthanasia",2007-09-06,2016-08-06
"6759",6877811,"Female","Entire","Staffordshire Bull Terrier","Appetite disoder","Euthanasia",2007-04-06,2016-03-06
"6761",6844118,"Female","Entire","Labrador Retriever","Female reproductive disorder","Euthanasia",2007-02-08,2016-01-08
"6763",12194032,"Male","Entire","Border Collie","Collapsed","Euthanasia",2007-11-08,2016-10-08
"6766",6930227,"Male","Entire","Chihuahua","Heart disease","Euthanasia",2007-09-09,2016-08-09
"6767",12491207,"Male","Neutered","Chihuahua","Neoplasia","Euthanasia",2007-09-05,2016-08-05
"6768",11638903,"Female","Entire","Chow Chow","Spinal cord disorder","Euthanasia",2007-04-09,2016-03-09
"6779",11700865,"Male","Entire","Lhasa Apso","Brain disorder","Euthanasia",2007-05-09,2016-04-09
"6780",11632859,"Female","Entire","Mastiff","Poor quality of life","Euthanasia",2007-06-04,2016-05-04
"6781",12138433,"Female","Neutered","Rottweiler","Heart disease","Euthanasia",2007-09-05,2016-08-05
"6783",6911411,"Female","Entire","Staffordshire Bull Terrier","Complication associated with clinical care","Euthanasia",2007-03-09,2016-02-09
"6784",6911422,"Male","Entire","Staffordshire Bull Terrier","Disorder not diagnsosed","Euthanasia",2007-03-09,2016-02-09
"6787",11608562,"Female","Entire","Staffordshire Bull Terrier","Disorder not diagnsosed","Euthanasia",2007-06-07,2016-05-07
